can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,167887,0,0,-2,2,0,0,3,1.0,1.0,3,Josh,1.5,209,False,,,48,167887.jpg,1.9,False,Laurent,0.0,False,,a,3,90,51,6071,14,6590,13,0.3,10.6,Laurent,,241.0,2024-08-30,1995-05-06,False,p167887,1486,1,0,2,34,0,0,0,6,0,0,1,223,276.4,167.3,94.0,53.9,68,51,39,158,15,0.60,0.44,1.04,33.39,,,,,,,[],,209,88,193,126,257,140,240,120,0.04,0.0,0.03,0.07,2.02,2.06,350,220,222,91,350,150,615,238,0.91,0.12,9.57
True,True,,,469272,0,0,-1,1,0,0,3,0.3,0.3,0,Loum,0.8,210,False,,,49,469272.jpg,1.7,False,Tchaouna,0.0,False,,a,3,90,38,4853,2,5994,4,0.2,7.8,Tchaouna,,73.0,2025-07-02,2003-09-08,False,p469272,843,1,1,2,14,0,0,0,1,0,0,0,128,99.4,109.3,101.0,31.1,11,23,14,48,9,0.86,0.68,1.54,15.42,,,4.0,,,,[],,360,161,255,158,246,136,333,163,0.09,0.0,0.07,0.16,1.65,1.49,332,207,298,132,389,166,629,245,0.96,0.21,5.12
True,False,0.0,0.0,447715,0,0,-1,1,0,0,3,0.0,0.0,0,Aaron,0.0,211,False,has joined Leicester City on loan for the rest of the season.,2025-09-02T12:51:25.540742Z,44,447715.jpg,0.0,False,Ramsey,1.4,False,,u,3,90,0,62789,0,931298,73,0.0,0.0,A.Ramsey,,241.0,2023-08-22,2003-01-21,False,p447715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,661,248,658,253,636,242,663,250,0.0,0.0,0.0,0.0,0.0,0.0,541,323,577,194,671,258,163,56,0.0,0.0,0.0
True,False,0.0,0.0,576323,0,0,0,0,0,0,3,0.0,0.0,0,Oluwaseun,0.0,212,False,Has joined Cercle Brugge on loan for the rest of the season.,2025-08-15T12:03:26.649417Z,45,576323.jpg,0.0,False,Adewumi,0.0,False,,u,3,90,0,0,0,2761,1,0.0,0.0,Adewumi,,14.0,2024-08-29,2005-02-23,False,p576323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,730,302,725,303,711,298,731,303,0.0,0.0,0.0,0.0,0.0,0.0,478,293,657,254,733,305,768,328,0.0,0.0,0.0
True,False,0.0,0.0,551206,0,0,0,0,0,0,3,0.0,0.0,0,Jaydon,0.0,213,False,has joined Derby County on loan for the rest of the season.,2026-01-30T16:34:44.759908Z,45,551206.jpg,1.0,False,Banel,0.0,False,,u,3,90,1,7482,0,9091,4,0.0,0.2,Banel,,152.0,2025-02-03,2004-10-19,False,p551206,9,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.05,,,,,,,[],,718,293,475,228,698,288,719,294,0.0,0.0,0.0,0.0,0.5,0.0,463,283,644,244,479,214,618,240,0.0,0.0,0.0
True,True,75.0,75.0,437748,0,0,-2,2,0,0,3,-0.4,-0.4,0,Mike,0.0,214,False,Lack of match fitness - 75% chance of playing,2026-03-12T16:30:09.782279Z,43,437748.jpg,1.0,False,Trésor Ndayishimiye,0.1,False,,d,3,90,4,12202,34,16061,17,0.0,0.9,Trésor,,21.0,2024-07-01,1999-05-28,False,p437748,19,0,0,0,1,0,0,0,0,0,0,0,10,0.6,0.4,2.0,0.3,0,2,0,2,0,0.00,0.00,0.00,0.46,,,,,,,[],,501,229,477,230,445,218,497,228,0.0,0.0,0.0,0.0,2.18,4.74,590,347,542,176,463,201,564,209,0.0,0.0,9.47
True,True,100.0,75.0,431639,0,0,-2,2,0,1,4,3.7,2.8,2,Zian,4.2,215,False,,2026-03-12T16:30:09.790733Z,53,431639.jpg,3.0,False,Flemming,0.3,False,,a,3,90,64,170617,666,156594,271,0.8,12.1,Flemming,,152.0,2025-06-01,1998-08-01,False,p431639,1092,7,0,3,19,0,0,0,3,0,0,6,233,301.6,102.1,362.0,75.7,31,22,8,61,13,5.25,0.28,5.53,22.71,,,5.0,,1.0,,[],,193,16,264,27,63,24,152,21,0.43,0.0,0.02,0.45,1.87,1.57,193,47,57,7,195,18,300,48,1.07,0.25,5.03
True,True,0.0,0.0,492831,0,0,-2,2,0,0,4,0.0,0.0,0,Zeki,0.0,216,False,Knee injury - Expected back 11 Apr,2025-08-10T22:00:04.567659Z,48,492831.jpg,0.0,False,Amdouni,0.0,False,,i,3,90,0,2229,11,6352,8,0.0,0.0,Amdouni,,207.0,2023-07-19,2000-12-04,False,p492831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,765,84,760,83,755,83,765,84,0.0,0.0,0.0,0.0,0.0,0.0,367,63,708,74,766,84,670,85,0.0,0.0,0.0
True,True,100.0,100.0,435973,0,0,-1,1,0,0,4,0.5,0.5,2,Lyle,1.0,217,False,,2025-12-13T14:30:11.187944Z,49,435973.jpg,2.3,False,Foster,0.8,False,,a,3,90,50,453018,138,444061,204,0.2,10.2,Foster,,198.0,2023-01-25,2000-09-03,False,p435973,1219,3,1,4,25,0,0,0,4,0,0,4,180,187.6,129.9,216.0,52.7,23,35,12,70,14,3.05,0.29,3.34,24.13,,,,,,,[],,278,27,224,23,120,29,246,28,0.23,0.0,0.02,0.25,1.78,1.85,323,60,267,30,299,30,209,31,1.03,0.3,5.17
True,True,,,44699,0,0,-3,3,0,0,4,0.3,0.3,0,Ashley,0.8,218,False,,,42,44699.jpg,1.0,False,Barnes,1.4,False,,a,3,90,4,228530,354,344628,708,0.2,1.0,Barnes,,241.0,2025-01-02,1989-10-30,False,p44699,23,0,0,0,2,0,0,0,1,0,0,0,7,0.2,0.6,9.0,1.0,0,2,0,2,0,0.11,0.00,0.11,0.77,,,,,2.0,,[],,505,62,471,60,415,57,483,58,0.43,0.0,0.0,0.43,3.01,7.83,625,88,284,36,461,56,165,25,0.0,0.0,7.83
True,False,0.0,0.0,220598,0,0,-1,1,0,0,4,0.0,0.0,0,Michael,0.0,219,False,has joined Blackpool on loan for the rest of the season.,2025-09-02T12:51:25.555230Z,44,220598.jpg,0.0,False,Obafemi,0.1,False,,u,3,90,0,4151,0,40637,6,0.0,0.0,Obafemi,,104.0,2023-07-01,2000-07-06,False,p220598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,658,68,655,67,633,67,660,68,0.0,0.0,0.0,0.0,0.0,0.0,529,76,572,57,668,68,467,67,0.0,0.0,0.0
True,True,100.0,100.0,67089,0,0,0,0,0,2,1,2.0,2.0,6,Martin,2.5,470,False,,2025-08-11T10:30:07.723845Z,40,67089.jpg,2.9,False,Dúbravka,32.0,False,,a,3,90,86,1720179,2581,1469359,2693,0.6,21.5,Dúbravka,,194.0,2025-08-07,1989-01-15,False,p67089,2700,0,0,4,58,0,0,0,1,0,108,7,383,825.2,0.0,0.0,82.7,54,239,1,0,30,0.00,0.04,0.04,59.81,,,,,,,[],,5,1,554,48,525,35,133,1,0.0,3.6,0.0,0.0,1.99,1.93,663,41,144,14,201,22,11,2,1.0,0.13,0.0
True,True,100.0,100.0,101178,0,0,-4,4,0,0,3,2.5,2.5,5,James,3.0,614,False,,2026-02-06T15:00:09.506764Z,56,101178.jpg,2.4,False,Ward-Prowse,0.2,False,,a,3,90,24,19073,156,48071,33,0.5,4.3,Ward-Prowse,,241.0,2026-01-28,1994-11-01,False,p101178,651,0,1,2,15,0,0,0,0,0,0,0,154,132.8,263.0,6.0,40.1,22,21,8,51,7,0.13,1.21,1.34,12.92,1.0,,1.0,,,,[],,327,147,121,83,430,208,297,147,0.02,0.0,0.17,0.19,1.79,2.07,122,76,118,47,292,127,388,129,0.97,0.28,7.05
True,True,100.0,100.0,503714,0,0,0,0,0,0,3,0.7,0.7,1,Lesley,1.2,676,False,,2025-09-14T22:00:08.706775Z,50,503714.jpg,2.8,False,Ugochukwu,0.1,False,,a,3,90,82,42543,14,38408,46,0.2,16.4,Ugochukwu,,73.0,2025-08-06,2004-03-26,False,p503714,1895,3,2,3,41,0,0,0,1,1,0,5,308,361.2,145.2,188.0,69.2,53,84,46,183,22,2.25,0.27,2.52,42.77,,,,,,,[],,153,55,209,136,149,84,179,91,0.11,0.0,0.01,0.12,2.03,1.95,274,168,246,104,229,93,454,154,1.04,0.14,8.69
True,True,100.0,75.0,440323,0,0,-3,3,0,0,4,-0.3,-0.2,1,Armando,0.2,680,False,,2026-03-12T16:30:09.984210Z,52,440323.jpg,1.9,False,Broja,0.2,False,,a,3,90,39,47643,21,59770,52,0.0,7.5,Broja,,2.0,2025-08-08,2001-09-10,False,p440323,807,1,1,1,25,0,0,0,0,0,0,2,107,96.4,62.4,205.0,36.0,11,25,6,42,8,2.14,0.13,2.27,21.70,,,,,,,[],,366,38,322,35,131,32,308,36,0.24,0.0,0.01,0.25,2.42,2.79,212,49,369,44,357,40,408,61,0.89,0.11,4.68
True,True,,,216055,0,0,0,0,0,0,3,0.0,0.0,0,Florentino Ibrain,0.5,722,False,,,50,216055.jpg,2.8,False,Morris Luís,0.0,False,,a,3,90,66,14778,7,13059,20,0.1,13.2,Florentino,Florentino,173.0,2025-09-01,1999-08-19,False,p216055,1651,0,2,2,37,0,0,0,4,0,0,0,286,343.4,173.2,44.0,56.3,88,85,74,247,20,0.55,0.39,0.94,37.28,,,,,,,[],,163,59,187,124,332,173,225,109,0.03,0.0,0.02,0.05,2.03,2.02,252,153,328,146,228,92,613,236,1.09,0.11,13.46
True,True,,,647960,0,0,0,0,0,0,3,-0.5,-0.5,0,Oliver,0.0,776,False,,,45,647960.jpg,0.0,False,Pimlott,0.0,False,,a,3,90,0,686,4,475,5,0.0,0.0,Pimlott,,241.0,2025-08-25,2007-04-07,False,p647960,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,754,320,748,320,735,316,754,320,0.0,0.0,0.0,0.0,0.0,0.0,510,316,684,274,755,321,791,346,0.0,0.0,0.0
True,True,,,704232,0,0,0,0,0,0,3,-0.5,-0.5,0,George,0.0,784,False,,,45,704232.jpg,0.0,False,Brierley,0.0,False,,a,3,90,0,455,2,335,3,0.0,0.0,Brierley,,241.0,2025-09-22,2007-11-20,False,p704232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,759,325,753,325,741,322,759,325,0.0,0.0,0.0,0.0,0.0,0.0,517,322,690,280,760,326,800,354,0.0,0.0,0.0
True,True,,,644593,0,0,0,0,0,0,3,-0.5,-0.5,0,Kian,0.0,820,False,,,45,644593.jpg,0.0,False,McMahon-Brown,0.0,False,,a,3,90,0,72,1,8,2,0.0,0.0,McMahon-Brown,,104.0,2026-03-02,2008-08-03,False,p644593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,753,319,747,319,734,315,753,319,0.0,0.0,0.0,0.0,0.0,0.0,508,315,683,273,754,320,816,364,0.0,0.0,0.0
True,False,0.0,0.0,69752,0,0,0,0,0,0,1,0.0,0.0,0,Norberto,0.0,66,False,Has joined Botafogo permanently.,2025-08-11T01:25:12.553868Z,45,69752.jpg,0.0,False,Murara Neto,0.1,False,,u,4,91,0,0,0,16548,3,0.0,0.0,Neto,,30.0,2022-08-07,1989-07-19,False,p69752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,684,92,679,85,660,75,686,92,0.0,0.0,0.0,0.0,0.0,0.0,406,21,605,90,690,92,570,78,0.0,0.0,0.0
True,True,,,457569,0,0,0,0,0,0,1,5.5,6.5,6,Đorđe,6.0,67,False,,,45,457569.jpg,3.3,False,Petrović,5.2,False,,a,4,91,100,998678,5001,752409,1578,1.3,22.2,Petrović,,190.0,2025-07-16,1999-10-08,False,p457569,2700,0,0,9,46,1,0,0,2,0,90,5,405,670.6,0.0,0.0,67.3,54,232,0,0,30,0.00,0.00,0.00,44.59,,,,,,,[],,22,6,694,87,677,77,185,7,0.0,3.0,0.0,0.0,1.49,1.53,434,23,12,1,151,17,69,12,1.0,0.3,0.0
True,False,0.0,0.0,444172,0,0,0,0,0,0,1,0.0,0.0,0,Will,0.0,68,False,has joined Leyton Orient on loan for the rest of the season.,2026-01-02T17:00:09.176943Z,40,444172.jpg,0.0,False,Dennis,0.7,False,,u,4,91,0,47217,0,87375,161,0.0,0.0,Dennis,,241.0,2019-08-01,2000-07-10,False,p444172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,580,71,571,58,542,45,582,71,0.0,0.0,0.0,0.0,0.0,0.0,682,51,464,64,592,71,214,28,0.0,0.0,0.0
True,True,,,568791,0,0,-1,1,0,0,1,-0.5,0.5,0,Callan,0.0,69,False,,,39,568791.jpg,0.0,False,McKenna,0.3,False,,a,4,91,0,22782,68,19338,100,0.0,0.0,McKenna,,243.0,2024-02-01,2006-12-22,False,p568791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,560,61,548,45,518,32,562,61,0.0,0.0,0.0,0.0,0.0,0.0,781,92,443,53,573,62,342,47,0.0,0.0,0.0
True,False,0.0,0.0,495145,0,0,0,0,0,0,1,0.0,0.0,0,Alex,0.0,70,False,Has joined Lechia Gdansk on loan for the rest of the season.,2025-08-27T12:50:21.648936Z,40,495145.jpg,0.0,False,Paulsen,0.1,False,,u,4,91,0,1107,0,10467,7,0.0,0.0,Paulsen,,154.0,2024-07-01,2002-07-04,False,p495145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,593,78,584,65,555,52,595,78,0.0,0.0,0.0,0.0,0.0,0.0,699,58,478,71,605,78,575,79,0.0,0.0,0.0
True,False,0.0,0.0,477580,0,0,0,0,0,0,2,0.0,0.0,0,Illia,0.0,71,False,Has joined Paris Saint-Germain permanently.,2025-08-12T13:14:36.028170Z,50,477580.jpg,0.0,False,Zabarnyi,0.0,False,,u,4,91,0,0,0,8210,0,0.0,0.0,Zabarnyi,,225.0,2023-01-31,2002-09-01,False,p477580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,789,263,787,263,783,263,789,263,0.0,0.0,0.0,0.0,0.0,0.0,266,42,749,257,790,263,671,235,0.0,0.0,0.0
True,True,100.0,100.0,221466,0,0,5,-5,0,2,2,7.0,8.0,10,Marcos,7.5,72,False,,2025-12-06T22:00:07.547408Z,50,221466.jpg,4.7,False,Senesi Barón,18.8,False,,a,4,91,136,5114249,33381,3066462,2647,1.5,27.2,Senesi,,10.0,2022-08-08,1997-05-10,False,p221466,2568,0,4,9,45,0,0,0,8,0,0,11,438,899.4,297.3,176.0,137.5,300,119,50,350,29,1.38,4.06,5.44,42.64,,,,,,,[],,3,1,101,24,161,36,33,2,0.05,0.0,0.14,0.19,1.49,1.58,253,38,3,1,23,6,18,6,1.02,0.32,12.27
True,True,100.0,100.0,54469,0,0,-1,1,0,0,2,1.7,2.7,8,Adam,2.2,73,False,,2025-08-31T01:00:07.918421Z,44,54469.jpg,2.2,False,Smith,0.2,False,,a,4,91,38,26660,65,41780,22,0.5,8.6,Smith,,241.0,2014-01-28,1991-04-29,False,p54469,787,0,1,4,15,0,0,0,2,0,0,2,117,115.4,58.0,18.0,19.1,40,20,10,50,11,0.00,0.20,0.20,13.81,,,,,,,[],,347,132,331,112,386,137,377,133,0.0,0.0,0.02,0.02,1.58,1.72,518,97,172,68,309,115,381,144,1.26,0.46,5.72
True,True,,,494521,0,0,1,-1,0,1,2,6.7,7.7,11,Adrien,7.2,74,False,,,46,494521.jpg,3.9,False,Truffert,2.9,False,,a,4,91,118,674757,10283,422121,982,1.6,25.7,Truffert,,73.0,2025-06-16,2001-11-20,False,p494521,2658,0,2,9,43,0,0,0,3,0,0,12,428,619.6,411.0,100.0,113.1,167,154,80,247,30,0.39,2.34,2.73,42.29,,,,,,,[],,38,16,52,8,247,67,69,12,0.01,0.0,0.08,0.09,1.43,1.46,401,70,5,2,71,28,112,44,1.02,0.3,8.36
True,True,100.0,100.0,541462,0,0,-2,2,0,0,2,-0.5,0.5,0,Matai,0.0,75,False,,2026-02-13T11:30:08.409580Z,38,541462.jpg,0.0,False,Akinmboni,0.2,False,,a,4,91,0,14867,25,32623,31,0.0,0.0,Akinmboni,,229.0,2025-01-03,2006-10-17,False,p541462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,522,194,507,193,476,187,524,194,0.0,0.0,0.0,0.0,0.0,0.0,806,251,401,154,535,195,378,141,0.0,0.0,0.0
True,True,,,518906,0,0,-2,2,0,0,2,-0.5,0.5,0,Owen,0.0,76,False,,,38,518906.jpg,0.0,False,Bevan,0.2,False,,a,4,91,0,15659,23,19731,62,0.0,0.0,Bevan,,244.0,2022-08-22,2003-10-26,False,p518906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,521,193,506,192,475,186,523,193,0.0,0.0,0.0,0.0,0.0,0.0,804,249,399,152,534,194,384,145,0.0,0.0,0.0
True,True,,,463981,0,0,2,-2,0,0,2,5.5,6.5,8,James,6.0,77,False,,,42,463981.jpg,4.0,False,Hill,7.7,False,,a,4,91,83,1074560,4531,171954,1796,1.4,19.8,Hill,,241.0,2022-01-05,2002-01-10,False,p463981,1382,0,3,6,16,0,0,0,2,0,0,2,276,404.2,95.2,85.0,58.7,152,43,26,178,14,0.67,1.03,1.69,21.29,,,,,,,[],,123,53,272,83,270,76,217,75,0.04,0.0,0.07,0.11,1.39,1.04,638,148,10,5,61,25,50,18,0.91,0.39,11.59
True,False,0.0,0.0,436893,0,0,-2,2,0,0,2,0.0,0.0,0,Julián,0.0,78,False,has joined Celtic on loan for the rest of the season.,2026-01-02T18:38:26.036808Z,38,436893.jpg,0.0,False,Araujo Zúñiga,0.5,False,,u,4,91,0,47440,0,133211,93,0.0,0.0,J.Araujo,,139.0,2024-08-13,2001-08-13,False,p436893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,515,187,500,186,469,180,517,187,0.0,0.0,0.0,0.0,0.0,0.0,795,240,390,143,528,188,257,96,0.0,0.0,0.0
True,False,0.0,0.0,223911,0,0,0,0,0,0,2,0.0,0.0,0,Chris,0.0,79,False,has joined West Bromwich Albion permanently.,2025-09-02T12:54:34.562307Z,40,223911.jpg,0.0,False,Mepham,0.1,False,,u,4,91,0,1400,0,16740,3,0.0,0.0,Mepham,,244.0,2019-01-22,1997-11-05,False,p223911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,573,214,564,214,535,210,575,214,0.0,0.0,0.0,0.0,0.0,0.0,675,167,457,178,585,215,543,195,0.0,0.0,0.0
True,True,0.0,0.0,575901,0,0,0,0,0,0,2,0.0,0.0,0,Julio,0.0,80,False,Hamstring injury - Expected back 01 Jun,2026-01-22T01:30:06.830891Z,40,575901.jpg,1.0,False,Soler Barreto,0.2,False,,i,4,91,3,17437,5,33698,30,0.0,0.8,Soler,,10.0,2025-01-07,2005-02-16,False,p575901,34,0,0,0,2,0,0,0,0,0,0,0,2,1.8,2.5,2.0,0.6,0,4,1,1,0,0.00,0.00,0.00,1.62,,,,,,,[],,491,175,454,165,441,165,489,172,0.0,0.0,0.0,0.0,4.29,5.29,719,193,494,198,457,167,379,142,0.0,0.0,2.65
True,True,0.0,0.0,222683,0,0,-1,1,0,0,3,0.0,0.0,0,Justin,0.0,81,False,Knee injury - Expected back 09 May,2026-01-06T12:00:09.646560Z,69,222683.jpg,2.2,False,Kluivert,0.6,False,,i,4,91,40,190388,11,251609,68,0.0,5.8,Kluivert,,152.0,2023-07-01,1999-05-05,False,p222683,914,2,0,4,18,0,0,0,4,0,0,3,147,146.6,304.1,128.0,57.8,8,44,10,62,10,2.24,1.54,3.78,16.78,,,3.0,,1.0,,[],https://www.afcb.co.uk/news/2026/january/06/kluivert-to-undergo-knee-surgery/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,314,142,94,70,218,122,221,108,0.22,0.0,0.15,0.37,1.65,1.77,38,23,816,367,319,141,234,82,0.98,0.39,6.11
True,True,100.0,100.0,201658,1,-1,-1,1,0,2,3,2.7,3.7,3,Marcus,3.2,84,False,,2026-01-20T00:30:08.247682Z,54,201658.jpg,4.1,False,Tavernier,2.3,False,,a,4,91,107,1012412,1493,814031,1276,0.6,19.8,Tavernier,,241.0,2022-08-01,1999-03-22,False,p201658,2032,5,4,9,37,0,0,0,4,0,0,10,399,476.4,540.9,432.0,145.1,49,109,31,189,23,6.95,3.12,10.07,30.75,2.0,,2.0,,4.0,,[],,80,25,24,23,38,21,28,23,0.31,0.0,0.14,0.45,1.36,1.64,163,102,101,43,59,26,131,44,1.02,0.4,8.37
True,True,25.0,100.0,200785,0,0,-1,1,0,0,3,0.5,3.0,0,Tyler,2.5,85,False,Knock - 25% chance of playing,2026-03-15T12:30:09.989744Z,49,200785.jpg,3.3,False,Adams,0.3,False,,d,4,91,60,80733,25,93475,126,0.5,12.2,Adams,,229.0,2023-08-20,1999-02-14,False,p200785,1412,2,1,6,24,0,0,0,7,0,0,3,279,304.2,95.0,105.0,50.7,66,76,40,182,18,0.56,0.37,0.93,20.86,,,,,,,[],,192,81,273,163,239,133,255,131,0.04,0.0,0.02,0.06,1.33,1.53,301,188,149,58,154,65,332,112,1.15,0.38,11.6
True,True,100.0,100.0,111317,0,0,0,0,0,1,3,0.3,1.3,1,David,0.8,86,False,,2026-01-15T19:30:09.403523Z,50,111317.jpg,2.0,False,Brooks,0.2,False,,a,4,91,47,73169,44,78820,52,0.2,9.4,Brooks,,244.0,2018-07-01,1997-07-08,False,p111317,1024,1,2,4,18,0,0,0,7,0,0,4,183,201.0,324.8,398.0,90.9,17,48,15,80,12,4.87,3.13,8.00,16.94,,,4.0,,,,[],,266,111,85,65,47,29,106,63,0.43,0.0,0.28,0.71,1.49,1.58,246,150,300,134,335,147,391,131,1.05,0.35,7.03
True,True,100.0,100.0,158499,0,0,-1,1,0,0,3,1.7,2.7,5,Ryan,2.2,87,False,,2026-01-02T13:30:09.399485Z,49,158499.jpg,1.6,False,Christie,0.1,False,,a,4,91,33,9928,50,15929,14,0.4,6.7,Christie,,243.0,2021-08-31,1995-02-22,False,p158499,639,1,1,2,10,0,0,0,2,0,0,0,142,147.8,148.0,140.0,43.9,22,43,18,83,4,1.49,0.53,2.02,13.35,,,,,,,[],,313,141,207,134,200,112,277,140,0.21,0.0,0.07,0.28,1.88,1.41,293,182,176,70,397,170,553,201,0.56,0.28,11.69
True,True,0.0,0.0,155408,0,0,-1,1,0,0,3,0.0,0.0,0,Lewis,0.0,88,False,Hamstring injury - Expected back 11 Apr,2026-02-23T13:30:09.159271Z,49,155408.jpg,2.4,False,Cook,0.0,False,,i,4,91,38,11742,2,10521,40,0.0,7.8,Cook,,241.0,2016-07-08,1997-02-03,False,p155408,870,0,1,1,18,0,0,0,1,1,0,0,184,206.0,183.3,12.0,40.4,56,62,25,143,8,0.07,0.52,0.59,13.49,1.0,,,,,,[],https://www.afcb.co.uk/news/2026/march/13/injury-news--iraola-provides-gannon-doak-update-ahead-of-trip-to-burnley/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,263,109,181,122,401,197,295,146,0.01,0.0,0.05,0.06,1.4,1.86,292,181,714,295,286,121,614,237,0.83,0.1,14.79
True,False,0.0,0.0,168991,0,0,-1,1,0,0,3,0.0,0.0,0,Philip,0.0,89,False,has joined Midtjylland permanently.,2025-08-27T12:49:57.472718Z,49,168991.jpg,0.0,False,Billing,0.0,False,,u,4,91,0,598,0,6637,0,0.0,0.0,Philip,,58.0,2019-07-29,1996-06-11,False,p168991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,768,330,764,330,760,328,768,330,0.0,0.0,0.0,0.0,0.0,0.0,295,184,716,297,769,331,675,272,0.0,0.0,0.0
True,True,100.0,100.0,503139,0,0,1,-1,0,1,3,3.5,4.5,5,Alex,4.0,90,False,,2025-12-29T19:30:08.900947Z,51,503139.jpg,3.5,False,Scott,1.2,False,,a,4,91,106,254993,452,115028,902,0.8,20.8,Scott,,241.0,2023-08-10,2003-08-21,False,p503139,2218,2,2,9,34,0,0,0,3,0,0,6,462,451.4,323.1,267.0,103.7,107,142,48,297,27,3.28,1.68,4.96,36.96,4.0,,6.0,,,,[],,89,30,86,66,94,60,85,52,0.13,0.0,0.07,0.2,1.5,1.38,241,146,64,27,124,57,174,61,1.1,0.37,12.05
True,False,0.0,0.0,224995,0,0,0,0,0,0,3,0.0,0.0,0,Luis,0.0,91,False,has joined Cruzeiro on loan for the rest of the season.,2025-08-26T13:43:19.913048Z,50,224995.jpg,0.0,False,Sinisterra Lucumí,0.0,False,,u,4,91,0,396,0,3899,0,0.0,0.0,Sinisterra,,48.0,2024-06-14,1999-06-17,False,p224995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,785,343,782,343,779,341,785,343,0.0,0.0,0.0,0.0,0.0,0.0,255,154,745,316,786,344,742,314,0.0,0.0,0.0
